epoch,model_name,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_tp,train_fp,train_tn,train_fn,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_tp,val_fp,val_tn,val_fn,epoch_time_seconds
13,MLC-412k,0.3613864296903977,86.51252408477842,0.8728054199752313,0.8663144506200743,0.8693709127812183,449,70,1487,70,0.3531621267868425,85.27131782945736,0.8721139971139971,0.8261600292290829,0.8429850068150841,110,19,368,19,39.14390325546265
14,MLC-412k,0.33901509487858184,86.31984585741812,0.8672184401532851,0.865022909252197,0.8660618425905064,448,71,1486,71,0.36041097773875874,82.94573643410853,0.8233234818742919,0.8362440628425283,0.8133893077333769,107,22,365,22,39.07997155189514
15,MLC-412k,0.31017500451551033,88.6319845857418,0.8903262617885259,0.8878305341389241,0.8890228476341137,460,59,1498,59,0.3443262995193329,84.49612403100775,0.8385331143951834,0.8192272561198393,0.8257900971333807,109,20,367,20,45.76302933692932
16,MLC-412k,0.2959443010676366,87.47591522157995,0.8805731797773342,0.8714083283284558,0.875466449043313,454,65,1492,65,0.3764566843575962,86.82170542635659,0.8434867216117217,0.8630891487029595,0.8499904071217528,112,17,370,17,40.41645359992981
17,MLC-412k,0.340440294948908,87.86127167630057,0.8782288272500174,0.8818116294961662,0.8797382890844817,456,63,1494,63,0.3678007199521423,85.27131782945736,0.8614069791032665,0.8282882718304714,0.8420254582019288,110,19,368,19,41.124709367752075
18,MLC-412k,0.25483823301127323,90.17341040462428,0.9109730563923851,0.8979957676067348,0.9038242330478442,468,51,1506,51,0.3175036958348167,86.04651162790698,0.8448352369192776,0.8621940080379978,0.851680131132186,111,18,369,18,40.87318181991577
19,MLC-412k,0.28602990281696505,88.82466281310212,0.8918074515690495,0.8911823077048233,0.8913925766031249,461,58,1499,58,0.3217959659283652,84.49612403100775,0.8383928571428572,0.8376141761052247,0.8367762443729778,109,20,367,20,41.01597309112549
20,MLC-412k,0.24692088110515706,90.94412331406551,0.911454351136565,0.9084819587428313,0.9099041522042832,472,47,1510,47,0.3702910346978837,84.49612403100775,0.8815658692722372,0.810221044939715,0.8349739632348328,109,20,367,20,55.27417540550232
21,MLC-412k,0.2325169457265964,90.94412331406551,0.9115635933298614,0.9115058686168358,0.9112915564574131,472,47,1510,47,0.31243010466320864,87.59689922480621,0.8608092125739185,0.8692272561198393,0.8600735627408023,113,16,371,16,44.77932786941528
22,MLC-412k,0.2494173781803021,90.94412331406551,0.9143597590245777,0.9100816714663973,0.9120420825649127,472,47,1510,47,0.438997206329505,80.62015503875969,0.7976919146036793,0.819309462915601,0.7919548731707615,104,25,362,25,51.46726179122925
23,MLC-412k,0.24811477365975196,90.7514450867052,0.9129886638326248,0.9078634319241153,0.9102940378852594,471,48,1509,48,0.2788532624134164,91.47286821705426,0.912144777265745,0.9164961636828644,0.9134762522876977,118,11,376,11,46.33091473579407
24,MLC-412k,0.19288290220384413,93.83429672447014,0.9422951151774102,0.9365706048509466,0.9391600439192721,487,32,1525,32,0.3407507213048709,86.04651162790698,0.8361111111111111,0.8602758494702228,0.8443473340040242,111,18,369,18,47.96183204650879
25,MLC-412k,0.2108442250854121,93.0635838150289,0.9326535387913791,0.9343310017324304,0.9334334138443727,483,36,1521,36,0.3086309764970899,86.82170542635659,0.8449789915966387,0.8513701132626964,0.8441590696587191,112,17,370,17,47.87658739089966
26,MLC-412k,0.20910180297035438,92.48554913294798,0.9250198640284847,0.9314350257247168,0.9279969900221215,480,39,1518,39,0.295601153619988,89.14728682170544,0.8902020560085077,0.8734289367921081,0.880695461945462,115,14,373,14,46.62372398376465
27,MLC-412k,0.19523006863892078,92.48554913294798,0.9276921319864662,0.9254653740288238,0.9264851643177454,480,39,1518,39,0.32974699259091933,84.49612403100775,0.8377772290562988,0.8408202411399343,0.8387160038884995,109,20,367,20,47.718281984329224
28,MLC-412k,0.15983188344308963,94.02697495183044,0.9439969448649799,0.9401760620420889,0.9419870115439156,488,31,1526,31,0.2725654541346985,89.92248062015504,0.8801067353698933,0.8741139934234564,0.8760064412238324,116,13,374,13,49.30057740211487
29,MLC-412k,0.174185191331288,93.0635838150289,0.9288639985105488,0.9348874892916843,0.93158421501092,483,36,1521,36,0.26508322446298893,87.59689922480621,0.8533909574468085,0.8625593715747168,0.8568851204896086,113,16,371,16,50.78969216346741
30,MLC-412k,0.22003600027125617,91.13680154142581,0.9133322302858794,0.9114293718047481,0.9122988449628574,473,46,1511,46,0.3610449419014485,86.04651162790698,0.8432713963963964,0.8564395323346731,0.837563357453522,111,18,369,18,45.35849952697754
31,MLC-412k,0.15314606620142093,94.02697495183044,0.9400753095515979,0.9409834036138399,0.940508662815951,488,31,1526,31,0.39875740270647786,85.27131782945736,0.8765151515151515,0.8261600292290829,0.8440787232729277,110,19,368,19,49.212894439697266
32,MLC-412k,0.15421788595043695,94.02697495183044,0.9421539412630935,0.937054804647073,0.9394687191884442,488,31,1526,31,0.25742392422077554,87.59689922480621,0.8579861111111111,0.8606412130069419,0.8581143985150816,113,16,371,16,49.324647665023804
33,MLC-412k,0.14944818337949423,94.79768786127167,0.949490955857049,0.9478288292972444,0.9486305479224626,492,27,1530,27,0.27061136755582993,89.92248062015504,0.8829527863777089,0.911381074168798,0.8933927322410313,116,13,374,13,41.203187227249146
34,MLC-412k,0.13801430942347417,94.21965317919076,0.9442814148041184,0.9447423672964677,0.9444677511428563,489,30,1527,30,0.2830627629078021,89.14728682170544,0.8990752551020408,0.8721410303251735,0.8834832488799497,115,14,373,14,41.296135663986206
35,MLC-412k,0.10476311202375935,96.91714836223507,0.9725775201231424,0.9685937302148172,0.9704959887734327,503,16,1541,16,0.2640627879071176,86.82170542635659,0.8456845238095239,0.8573346729996345,0.8504110339788089,112,17,370,17,41.23437452316284
36,MLC-412k,0.11085026618093252,96.33911368015414,0.9667437439306217,0.9623860108190244,0.9644743215415464,500,19,1538,19,0.18927463876795514,93.7984496124031,0.9170716112531969,0.9244245524296676,0.9204515389364141,121,8,379,8,41.147008180618286
37,MLC-412k,0.07211686263505657,97.30250481695568,0.9717699899866704,0.9750122734452871,0.9732735304863581,505,14,1543,14,0.2418766023919846,92.24806201550388,0.9134453781512605,0.9238491048593351,0.918352539954974,119,10,377,10,41.127779483795166
38,MLC-412k,0.12626978032864056,94.60500963391137,0.949132707056847,0.9473254500322221,0.9480682274050627,491,28,1529,28,0.5189539487167648,85.27131782945736,0.8400119994947581,0.8779777128242601,0.8327622346763162,110,19,368,19,38.531784534454346
39,MLC-412k,0.16544405499186654,92.8709055876686,0.930522263553628,0.9335959479238071,0.9318815992660117,482,37,1520,37,0.33319349934840026,88.37209302325581,0.859220645985352,0.8861709901351845,0.868941924793543,114,15,372,15,38.402517557144165
40,MLC-412k,0.10069434620941488,96.53179190751445,0.9649592725710043,0.966432808015727,0.9656794865439176,501,18,1539,18,0.2851738804841743,89.14728682170544,0.8775596932321316,0.8860613810741688,0.8802924642425105,115,14,373,14,38.65833401679993
41,MLC-412k,0.10186880753877071,97.10982658959537,0.9700310932453791,0.9718289767908088,0.9708329925891446,504,15,1542,15,0.30788029044154375,88.37209302325581,0.8709491488903254,0.8536536353671904,0.8606293125784106,114,15,372,15,40.46410918235779
42,MLC-412k,0.0885041082470427,97.10982658959537,0.970199168823022,0.9707338017049831,0.9704568860860243,504,15,1542,15,0.3556777324308367,86.82170542635659,0.8829248366013072,0.8532882718304713,0.8654402874423385,112,17,370,17,41.30341291427612
43,MLC-412k,0.12381154601462185,94.99036608863199,0.9524946159417903,0.9512395914463636,0.951828810478876,493,26,1531,26,0.2608581000716801,87.59689922480621,0.8855820105820106,0.8673090975520643,0.872383837355327,113,16,371,16,41.33961749076843
44,MLC-412k,0.09271993896064278,96.72447013487476,0.969636551779409,0.9697092431422567,0.96964291081655,502,17,1540,17,0.33283424378361604,89.14728682170544,0.8822128851540616,0.8715107782243332,0.8753923675588567,115,14,373,14,41.66663646697998
45,MLC-412k,0.08714634149980087,96.53179190751445,0.96867877877764,0.9657597934665657,0.9671549101394332,501,18,1539,18,0.33821177986614676,89.92248062015504,0.8824404761904762,0.891286079649251,0.8850113981762917,116,13,374,13,40.812626361846924
46,MLC-412k,0.10512676876432334,95.95375722543352,0.961298001968474,0.9598029280832698,0.9605024909445259,498,21,1536,21,0.28861993568887767,90.69767441860465,0.8871405190554127,0.8776306174643771,0.8820061295517116,117,12,375,12,39.238797426223755
47,MLC-412k,0.08273909412539349,97.30250481695568,0.972695215070817,0.9737785622879117,0.9731994078979427,505,14,1543,14,0.2990575842484438,91.47286821705426,0.9176188642396401,0.9059919620021922,0.911474051986386,118,11,376,11,38.91203427314758
48,MLC-412k,0.0783747518560491,97.10982658959537,0.9723310431006698,0.9723896733990228,0.9723393388592418,504,15,1542,15,0.45111054812030166,86.82170542635659,0.8502682100508188,0.8571245889660212,0.8534240608906634,112,17,370,17,38.862422704696655
49,MLC-412k,0.10395005357109208,95.95375722543352,0.9593550996040332,0.963402504985424,0.9612904814974156,498,21,1536,21,0.35985853798903167,89.14728682170544,0.8667410714285715,0.8629247351114359,0.8645297964446901,115,14,373,14,38.86290645599365
50,MLC-412k,0.13295381947089202,95.37572254335261,0.9561873808834617,0.9552098918309788,0.9554580492644291,495,24,1533,24,0.6156550007089048,81.3953488372093,0.8254254366323333,0.791313481914505,0.7971153846153847,105,24,363,24,38.51135873794556
1,LeNet,1.176269243313716,45.27938342967245,0.45078101015248656,0.431211715621417,0.3886548397163674,235,284,1273,284,1.0991778619149153,55.81395348837209,0.4482912287171922,0.5020215927965731,0.4661993769470405,72,57,330,57,37.85801458358765
2,LeNet,0.9215971671617949,57.61078998073218,0.5906222737382809,0.57931488278905,0.5841504271551794,299,220,1337,220,1.139420309487511,51.93798449612403,0.46764946764946763,0.5758214379378817,0.47762808878961327,67,62,325,62,36.53153872489929
3,LeNet,0.7917539165570185,62.42774566473989,0.6285552934054153,0.6324953031138102,0.6264402993011712,324,195,1362,195,0.9300269116373623,66.66666666666666,0.701821577437341,0.6760370224669988,0.6763521365993206,86,43,344,43,35.513790130615234
4,LeNet,0.7507157724637251,64.54720616570327,0.6622124171921143,0.6518249637828277,0.6563095874688678,335,184,1373,184,0.8808997168260462,65.11627906976744,0.6618730575501017,0.6651141770634297,0.6584744294011995,84,45,342,45,35.49963879585266
5,LeNet,0.7412284933603727,65.70327552986512,0.6693923279675631,0.6638005947105154,0.6652685732036318,341,178,1379,178,0.7052065186640796,71.31782945736434,0.7162280701754387,0.7054882732007044,0.7100108466276117,92,37,350,37,39.329121351242065
6,LeNet,0.6672221064567566,69.55684007707129,0.7008702044551196,0.7004041980319753,0.6990378275389996,361,158,1399,158,0.8047648633227629,60.46511627906976,0.6449220713926597,0.6300079302636344,0.6068055381634522,78,51,336,51,38.74640464782715
7,LeNet,0.6568490917866047,68.78612716763006,0.7092217063915177,0.697777008062941,0.7029488290551589,357,162,1395,162,0.8938610641395345,73.64341085271317,0.743371212121212,0.7361212581019819,0.7305589555283558,95,34,353,34,37.792253732681274
8,LeNet,0.6025923985701341,73.02504816955684,0.7391480852359118,0.7261490099940936,0.7320373169428098,379,140,1417,140,0.6888066863312441,69.76744186046511,0.7105327468230694,0.727289473355563,0.7042205402574608,90,39,348,39,39.77858376502991
9,LeNet,0.5725328684999392,74.95183044315993,0.7617623016312031,0.7608213871682826,0.7610751322204663,389,130,1427,130,0.6106080710887909,72.86821705426357,0.726400913900914,0.7394916201466162,0.7264405215638168,94,35,352,35,35.755921602249146
10,LeNet,0.5745285825087474,75.14450867052022,0.7699559967112938,0.7609782731629685,0.7643472884854372,390,129,1428,129,0.6107780091902789,73.64341085271317,0.7494663382594418,0.7620116955777853,0.7459205119626665,95,34,353,34,34.198654651641846
11,LeNet,0.5360315699989979,78.03468208092485,0.7964182000435096,0.7835051326369544,0.7894753917361661,405,114,1443,114,0.6022715551011703,73.64341085271317,0.7508582170880558,0.7644313626315986,0.7402583798062121,95,34,353,34,37.09253764152527
12,LeNet,0.4944110802732981,78.22736030828517,0.792818036613657,0.7917388037527044,0.7920620574426185,406,113,1444,113,0.6126426879097434,76.74418604651163,0.759124373433584,0.7403385036154508,0.7417252695733708,99,30,357,30,40.95875000953674
13,LeNet,0.46897618518425865,79.1907514450867,0.803706917179856,0.7924447675527027,0.7971057108034761,411,108,1449,108,0.533443932147587,81.3953488372093,0.8210505793226381,0.8316083448852921,0.8125141612277788,105,24,363,24,39.88870692253113
14,LeNet,0.48408592962301694,78.22736030828517,0.796536050710669,0.7870102429039453,0.7914833307328236,406,113,1444,113,0.523119747200433,74.4186046511628,0.74152388996139,0.762575243839996,0.7473489395758303,96,33,354,33,40.991565227508545
15,LeNet,0.45111438654936276,80.92485549132948,0.8222423760428353,0.8088245041707689,0.814657391629194,420,99,1458,99,0.651737688218846,79.84496124031007,0.7999051069703244,0.7977845216240181,0.7978472699220096,103,26,361,26,40.46343517303467
16,LeNet,0.44512738104049976,82.65895953757226,0.8395376568528343,0.8294513264662786,0.8341511028011644,429,90,1467,90,0.5084691319395515,82.17054263565892,0.8329788861689107,0.8128106540281993,0.8206345605392792,106,23,364,23,40.981369972229004
17,LeNet,0.42174626382497643,83.42967244701349,0.8470810296652993,0.8365788079300432,0.8414562536199063,433,86,1471,86,0.5228595242780798,78.29457364341084,0.7860294117647059,0.8002908283691132,0.7856372549019608,101,28,359,28,39.14307951927185
18,LeNet,0.39540730061439366,83.23699421965318,0.8392670731292465,0.8338757132491529,0.8362937255754324,432,87,1470,87,0.44080635883352337,77.51937984496125,0.7851430976430976,0.7987008729534301,0.7813248910675381,100,29,358,29,39.208353757858276
19,LeNet,0.38076325643521086,83.42967244701349,0.8369244341017997,0.8369726674113648,0.8367821433506739,433,86,1471,86,0.4346860103747424,84.49612403100775,0.8416666666666667,0.8499181996428259,0.8447645598342126,109,20,367,20,34.23947477340698
20,LeNet,0.36611136859999255,85.74181117533719,0.865137379006761,0.8616300170084272,0.8632916950310021,445,74,1483,74,0.41402752960429473,82.94573643410853,0.8390062947249779,0.8351824272851024,0.8334217012495702,107,22,365,22,34.464104413986206
21,LeNet,0.3624309194202606,85.54913294797689,0.8614398451600978,0.8587493632621678,0.8598822665076097,444,75,1482,75,0.44792065988568697,85.27131782945736,0.8527409437173306,0.8565894558715172,0.8539112587057793,110,19,368,19,38.90885806083679
22,LeNet,0.34088822912711364,87.09055876685935,0.8763222700074794,0.8722249193814733,0.8741571304502529,452,67,1490,67,0.5315822985242394,80.62015503875969,0.8424009324009324,0.8361260974360896,0.8225357848403978,104,25,362,25,50.772979497909546
23,LeNet,0.3467006668448448,87.09055876685935,0.8796238381023422,0.8787073951955123,0.8789329255009362,452,67,1490,67,0.4149270671957364,85.27131782945736,0.8531771517540019,0.8721377680366666,0.8562160906726124,110,19,368,19,38.16704559326172
24,LeNet,0.32210521336931447,86.51252408477842,0.8735831119013387,0.8686025481846996,0.8707171021612031,449,70,1487,70,0.3972057012074134,84.49612403100775,0.8517857142857144,0.8445051702821176,0.844642011616406,109,20,367,20,38.312023401260376
25,LeNet,0.337698582559824,84.77842003853564,0.8527423075651005,0.8489857297368236,0.8507117594745421,440,79,1478,79,0.47410110208918066,83.72093023255815,0.8545910764375876,0.8429737551983815,0.8473148734791672,108,21,366,21,38.391013860702515
26,LeNet,0.32567008046003487,86.70520231213872,0.8769511330173094,0.877563506109257,0.8770634264889146,450,69,1488,69,0.5168188705163843,78.29457364341084,0.8141125541125541,0.7816281705443783,0.7873954736103944,101,28,359,28,39.77515745162964
27,LeNet,0.3078223128158313,87.09055876685935,0.8804028223139589,0.8727299213052903,0.8762432260283004,452,67,1490,67,0.5097887296887005,83.72093023255815,0.8402777777777778,0.850474723065203,0.835445945101883,108,21,366,21,39.01449131965637
28,LeNet,0.28627618482479683,89.21001926782274,0.8982463327956157,0.8937650337238282,0.8958767846709668,463,56,1501,56,0.49716734886169434,82.17054263565892,0.8178678063345237,0.8368590223920672,0.8210342936196924,106,23,364,23,39.84971570968628
29,LeNet,0.3151324105950502,86.1271676300578,0.868659603199077,0.8622689041708655,0.8653018018018018,447,72,1485,72,0.5100143600036117,82.94573643410853,0.8336740186372854,0.8407164399985013,0.8333821016498058,107,22,365,22,38.528120279312134
30,LeNet,0.28205126033952604,89.98073217726397,0.9053356406107131,0.9007813727450976,0.9029746642246642,467,52,1505,52,0.44534938870107427,80.62015503875969,0.8207839614089614,0.8347055187141734,0.8130330490405117,104,25,362,25,38.4647536277771
31,LeNet,0.25783899621321604,89.21001926782274,0.8983237427629213,0.8914706211441539,0.8946026881671394,463,56,1501,56,0.6866491579395884,78.29457364341084,0.7863060428849903,0.7844693279882108,0.7805562057727281,101,28,359,28,42.26378297805786
32,LeNet,0.31021233702508305,87.86127167630057,0.882120047527055,0.8789608690492975,0.8802869154686919,456,63,1494,63,0.5136671675478711,82.17054263565892,0.825367632317562,0.8350130505913355,0.8211996924985367,106,23,364,23,40.48971438407898
33,LeNet,0.2562269498522465,90.17341040462428,0.904537205200922,0.9037731689338524,0.9041453839074614,468,51,1506,51,0.4742835342664929,82.94573643410853,0.8264269514269514,0.8474641889276036,0.8320419274382223,107,22,365,22,38.915916204452515
34,LeNet,0.24400591079790432,89.98073217726397,0.9032794849442447,0.9060527588936325,0.9045695612597258,467,52,1505,52,0.47017859478535895,83.72093023255815,0.8335554651968315,0.8524416782186255,0.8343690040118611,108,21,366,21,35.94331502914429
35,LeNet,0.21346649394298975,90.94412331406551,0.9146480116587838,0.9158100159717508,0.9148085998170603,472,47,1510,47,0.4575640826540835,85.27131782945736,0.8554115322018137,0.8430080988597904,0.8471302554702714,110,19,368,19,35.97241282463074
36,LeNet,0.20652066371761835,92.29287090558766,0.9274334865922742,0.9199307546851773,0.9234132422237781,479,40,1517,40,0.42363597134895187,86.04651162790698,0.8666766415868673,0.8625074931624892,0.8609397374263072,111,18,369,18,35.78821778297424
37,LeNet,0.24836744610220193,90.7514450867052,0.9104578267477204,0.913685242281214,0.9119481784071449,471,48,1509,48,0.6026378729764152,79.06976744186046,0.798963133640553,0.8069620845978045,0.7938248528442233,102,27,360,27,36.35558867454529
38,LeNet,0.2908061999541063,89.59537572254335,0.9016886915117003,0.8987326377846658,0.9001484106560869,465,54,1503,54,0.4730362193111111,84.49612403100775,0.8460049019607843,0.8582660509784821,0.8481740255842742,109,20,367,20,35.90062117576599
39,LeNet,0.17847074473706576,93.83429672447014,0.9447506618854933,0.9392500334743327,0.9418857843916748,487,32,1525,32,0.46443677112898407,86.82170542635659,0.861875,0.878525689058734,0.8676869627956585,112,17,370,17,35.879332304000854
40,LeNet,0.23488614816361894,91.13680154142581,0.9137141495550755,0.9130254240881539,0.9133063125215592,473,46,1511,46,0.4391545815502896,85.27131782945736,0.844150641025641,0.8579827157718581,0.8479669527385421,110,19,368,19,36.462332248687744
41,LeNet,0.14585929641929957,94.79768786127167,0.953859878278483,0.9495999081662618,0.9516513040604904,492,27,1530,27,0.393117320669048,89.92248062015504,0.8897032063445725,0.9020690494923382,0.8939929372871168,116,13,374,13,37.66515922546387
42,LeNet,0.15811900982561594,94.41233140655106,0.9450268192193363,0.945026163586746,0.9449023184185952,490,29,1528,29,0.7006122598095852,82.17054263565892,0.8315855854105547,0.8249987511395851,0.825253060630625,106,23,364,23,35.69953942298889
43,LeNet,0.18816880595941957,91.32947976878613,0.919790120402441,0.9173016290089494,0.9183795249759876,474,45,1512,45,0.5432663052890669,87.59689922480621,0.8752265830157254,0.8813566995116956,0.8759643986526365,113,16,371,16,35.66606068611145
44,LeNet,0.1669144577991504,92.67822736030828,0.9288994399650137,0.9278610356914176,0.9282047425067148,481,38,1519,38,0.6629241629818674,82.17054263565892,0.8175778684679613,0.8352862388070886,0.8226611226611227,106,23,364,23,40.25439763069153
45,LeNet,0.15978828384899177,94.79768786127167,0.9490998641304348,0.9502681725319905,0.9496600005945656,492,27,1530,27,0.527528771719731,89.92248062015504,0.8996550324675325,0.9029159329611729,0.9001138789082459,116,13,374,13,36.07817792892456
46,LeNet,0.14974059049899763,93.83429672447014,0.9409011968903205,0.941357656859594,0.9410391955002199,487,32,1525,32,0.618700857329018,87.59689922480621,0.8764880952380952,0.879842456258664,0.8765343222176524,113,16,371,16,35.63194489479065
47,LeNet,0.20004450611483593,93.25626204238921,0.9338838382026234,0.9329310780621436,0.9333746820159864,484,35,1522,35,0.46695491693475666,85.27131782945736,0.8434343434343434,0.8607965543941154,0.8476246353284397,110,19,368,19,35.35516810417175
48,LeNet,0.13697011893471847,94.99036608863199,0.9514577949493807,0.9516195238833418,0.9514939490335106,493,26,1531,26,0.5038079723770565,85.27131782945736,0.8642880070223248,0.8562889488341888,0.856926406926407,110,19,368,19,38.69727277755737
49,LeNet,0.15182383340568498,93.25626204238921,0.9356357301937381,0.9317578117725982,0.933417361863019,484,35,1522,35,0.6348582490840379,86.04651162790698,0.8548797884038158,0.8674678106228068,0.8590840391827235,111,18,369,18,39.469879388809204
50,LeNet,0.17110413572965907,92.67822736030828,0.9256596806896847,0.9291892522684553,0.9273505719008684,481,38,1519,38,0.6193982755820102,85.27131782945736,0.8801389786683904,0.8237132054500269,0.8390071045534453,110,19,368,19,38.018128871917725
1,AlexNet,1.443292025419382,33.33333333333333,0.29815851685952466,0.2501289446121848,0.16276209743515443,173,346,1211,346,1.3374348037383135,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,62.37843561172485
2,AlexNet,1.364796310204726,33.52601156069364,0.1420048915917504,0.2481974884209521,0.14883605494550023,174,345,1212,345,1.3473716273027307,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,66.22769451141357
3,AlexNet,1.3647777722432064,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.338340352563297,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,61.20809316635132
4,AlexNet,1.3633932131987352,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3441460062475765,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,58.52050542831421
5,AlexNet,1.3625057825675377,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3316356644910925,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,57.28113341331482
6,AlexNet,1.3630277652006884,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3514333332286161,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.54105472564697
7,AlexNet,1.361934940631573,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.34208942862118,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,62.19339156150818
8,AlexNet,1.364239034285912,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3379992036258472,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,63.7587034702301
9,AlexNet,1.3647969447649442,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3354628086090088,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.87291669845581
10,AlexNet,1.3602848052978516,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3406430132248823,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.43606734275818
11,AlexNet,1.3614954783366278,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.332290439044728,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,60.73297452926636
12,AlexNet,1.361560584948613,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3352319422890158,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,65.5886960029602
13,AlexNet,1.360797981115488,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3310455294216381,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,65.75194525718689
14,AlexNet,1.3597896264149592,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3330148738973282,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,64.42898917198181
15,AlexNet,1.3621000033158523,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3335132739123177,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,61.20556688308716
16,AlexNet,1.359828332754282,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.328253234134001,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.26545071601868
17,AlexNet,1.3611209025749793,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3469938460518331,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.19508600234985
18,AlexNet,1.3617201823454637,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3305678788353414,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.62643814086914
19,AlexNet,1.358461675277123,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3349770097171558,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.64703345298767
20,AlexNet,1.359364395875197,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3292171674616196,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.55880260467529
21,AlexNet,1.3598563249294575,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.340700023314532,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,63.06498885154724
22,AlexNet,1.3614182472229004,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.335826319806716,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,87.19699573516846
23,AlexNet,1.3597629657158485,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3343912152683033,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.547489166259766
24,AlexNet,1.3601337451201219,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.336121916770935,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,60.17756485939026
25,AlexNet,1.358858352441054,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3323279549093807,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,64.5581603050232
26,AlexNet,1.3565408926743727,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.332449429175433,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,58.43113732337952
27,AlexNet,1.3629355852420513,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3327342412051033,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.66648530960083
28,AlexNet,1.3582453837761512,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3314396423452042,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,59.111931562423706
29,AlexNet,1.3599048871260422,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3314236823250265,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,61.61729836463928
30,AlexNet,1.360685110092163,34.48940269749518,0.08622350674373795,0.25,0.12822349570200572,179,340,1217,340,1.3355636947295244,36.434108527131784,0.09108527131782945,0.25,0.13352272727272727,47,82,305,82,70.7109968662262
