epoch,model_name,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_tp,train_fp,train_tn,train_fn,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_tp,val_fp,val_tn,val_fn,epoch_time_seconds
47,ResNet18,0.23940631974703416,90.7514450867052,0.9037160027537299,0.9079403950190467,0.9057048558763015,471,48,1509,48,0.2554685052155572,89.14728682170544,0.8818833496252851,0.9083333333333333,0.8897299363477014,115,14,373,14,76.5585949420929
48,ResNet18,0.20666192849524892,92.48554913294798,0.9252695744735304,0.9247967284484138,0.924958597643348,480,39,1518,39,0.9689751837183448,84.49612403100775,0.8612078977932637,0.8178240740740741,0.8154911793996301,109,20,367,20,76.71497964859009
49,ResNet18,0.25107549781409594,90.94412331406551,0.9054908790624875,0.9084925893914657,0.9069233054527172,472,47,1510,47,0.39174226490671143,85.27131782945736,0.846878166160081,0.8468749999999999,0.8421407052986001,110,19,368,19,76.56773948669434
50,ResNet18,0.20787332664028957,92.10019267822736,0.9177162636937768,0.9178342776657383,0.9176468089465939,478,41,1516,41,0.33130305611035404,86.82170542635659,0.8926752645502646,0.8480324074074074,0.8612535612535612,112,17,370,17,77.27537083625793
1,GoogLeNet,1.116719157879169,52.408477842003855,0.5115512449387573,0.4835871854332431,0.48395996214750847,272,247,1310,247,1.1539357409757727,51.93798449612403,0.45509977827050996,0.49796365914786966,0.45292642140468226,67,62,325,62,87.66076302528381
2,GoogLeNet,0.9606601261175596,56.06936416184971,0.5590699602009453,0.5404918685894906,0.5424095754385462,291,228,1329,228,1.3291325411375832,51.93798449612403,0.5654761904761905,0.5305479608111188,0.4722943722943723,67,62,325,62,87.0784740447998
3,GoogLeNet,0.9137150507706863,60.308285163776496,0.5987890948727472,0.5746224165341812,0.581224566361205,313,206,1351,206,0.7762498101767372,65.11627906976744,0.6601351351351351,0.6461750968329916,0.6474909108304631,84,45,342,45,87.09026503562927
4,GoogLeNet,0.9404900422463051,56.26204238921002,0.5588948568962594,0.5363889546617957,0.5381953809423916,292,227,1330,227,1.120254216825261,55.03875968992248,0.5647115670532263,0.5482228298017772,0.5127114371746628,71,58,329,58,86.62760210037231
5,GoogLeNet,0.9630995901731344,56.45472061657033,0.5374002089764751,0.5319267014198178,0.5305402196414293,293,226,1331,226,0.8558380726505729,60.46511627906976,0.5087121212121213,0.5872009569377991,0.5235118213251098,78,51,336,51,86.71588206291199
6,GoogLeNet,0.9139074036708245,59.92292870905588,0.5885641418644931,0.5746515445357747,0.5762216032988741,311,208,1349,208,0.8967966393512838,59.68992248062015,0.6577459445316588,0.5810036454773297,0.5392919341195204,77,52,335,52,86.7815911769867
7,GoogLeNet,0.8737777074942222,62.42774566473989,0.6164502785058978,0.6005177893788657,0.6048512728850195,324,195,1362,195,7.58270306446973,37.2093023255814,0.3857070322416857,0.3701868307131465,0.3036605971522965,48,81,306,81,86.78565716743469
8,GoogLeNet,0.8515656549196977,62.23506743737958,0.6253148240457668,0.6208035006220238,0.6216929800078184,323,196,1361,196,0.8209280266481287,59.68992248062015,0.634525919361985,0.5809267486899066,0.5647144522144523,77,52,335,52,88.16582679748535
9,GoogLeNet,0.768295714029899,70.52023121387283,0.7152909245651181,0.6936150167689592,0.7024081171988886,366,153,1404,153,0.7731951803845518,65.89147286821705,0.6964908321296742,0.6307501708817498,0.6267747303673745,85,44,343,44,87.02160310745239
10,GoogLeNet,0.7760157053287212,65.51059730250482,0.6491569825686235,0.6401084125427055,0.6424606170071416,340,179,1378,179,0.7812285125255585,62.7906976744186,0.6444022289766971,0.6210298473456368,0.596765873015873,81,48,339,48,86.73802089691162
11,GoogLeNet,0.7923619439968697,66.08863198458575,0.6542037106931896,0.655332303517535,0.6526705722077834,343,176,1381,176,0.886561896871118,56.58914728682171,0.5534965034965035,0.5583902939166097,0.5263937282229965,73,56,331,56,86.41220426559448
12,GoogLeNet,0.7271244743695626,68.40077071290945,0.687813198673965,0.6760572368363357,0.6786168321209227,355,164,1393,164,0.7710045050172245,65.89147286821705,0.6696774640088594,0.6491911597174755,0.6370387568367984,85,44,343,44,86.40045619010925
13,GoogLeNet,0.7860105244012979,64.73988439306359,0.6298256458830112,0.6225418785493879,0.6243682773099642,336,183,1374,183,0.866361702189726,57.36434108527132,0.6258139534883721,0.5751794258373206,0.5754241299118406,74,55,332,55,70.36174011230469
14,GoogLeNet,0.7119475584763747,70.90558766859345,0.7045839492485834,0.7023314459641119,0.7029534141626543,368,151,1406,151,0.6481882123386159,71.31782945736434,0.7292553191489362,0.7058868762816131,0.7120376836118532,92,37,350,37,69.95367407798767
15,GoogLeNet,0.7686850304786975,69.36416184971098,0.6969423265729766,0.6821389130056212,0.6862012627938308,360,159,1398,159,0.6579410048092112,71.31782945736434,0.7564102564102564,0.7003531556163134,0.7145313408450289,92,37,350,37,70.09441757202148
16,GoogLeNet,0.7425349166760078,68.78612716763006,0.7002925666565198,0.6851171728674857,0.6900989295842255,357,162,1395,162,0.64849274298724,76.74418604651163,0.8357377049180328,0.7470779220779221,0.7546923895067534,99,30,357,30,70.44319772720337
17,GoogLeNet,0.7179667092286623,71.09826589595376,0.7058920722538523,0.7068075428369546,0.7056218700692872,369,150,1407,150,0.5800711118123111,76.74418604651163,0.8041068580542265,0.7493962178172704,0.7593760041128461,99,30,357,30,66.99376678466797
18,GoogLeNet,0.7503790156199381,69.94219653179191,0.6945643982839634,0.6784792928097059,0.6835886802207313,363,156,1401,156,0.5430683598798864,78.29457364341084,0.7889816689158795,0.7667036910457963,0.7677043732322006,101,28,359,28,67.3536331653595
19,GoogLeNet,0.7090285658836365,71.86897880539499,0.7146269019985979,0.7057124082781154,0.7095961799515451,373,146,1411,146,0.676670137573691,72.86821705426357,0.7483092943922437,0.7180479608111188,0.7237711489757077,94,35,352,35,67.68937754631042
20,GoogLeNet,0.687019556760788,72.25433526011561,0.7206762095519211,0.7045506708210088,0.7104477314431967,375,144,1413,144,0.5555704016895855,75.96899224806202,0.8062611408199645,0.7381180223285486,0.7475667189952904,98,31,356,31,79.16919422149658
21,GoogLeNet,0.6404960201336787,73.98843930635837,0.7360319849724667,0.7264519055977128,0.7305960186494911,384,135,1422,135,0.5714568368652287,74.4186046511628,0.7481186166447569,0.7367082478924585,0.7397923595713229,96,33,354,33,67.66730308532715
22,GoogLeNet,0.6052718190046457,75.52986512524085,0.7593140555762977,0.7443776223031543,0.75087959726565,392,127,1430,127,0.5020166175330386,82.17054263565892,0.8245989397456776,0.8040271132376395,0.8045931192558088,106,23,364,23,67.52820920944214
23,GoogLeNet,0.6108539413947326,74.56647398843931,0.7360832293183551,0.7312205822844121,0.7320085238439428,387,132,1425,132,0.8896735626108506,63.565891472868216,0.7323558897243109,0.6007803599908863,0.5911841945540729,82,47,340,47,68.2047073841095
24,GoogLeNet,0.6670791451747601,73.02504816955684,0.7319024315666044,0.7189256997924081,0.7233747804128239,379,140,1417,140,0.4993479203651933,80.62015503875969,0.8179928315412186,0.7891148325358852,0.7915359171595808,104,25,362,25,67.8132586479187
25,GoogLeNet,0.6496238440275193,74.56647398843931,0.7548852211333679,0.7338406930084026,0.7426868730101964,387,132,1425,132,0.49639536703334136,79.84496124031007,0.8212653288740246,0.7852728411938938,0.793681917211329,103,26,361,26,67.57487535476685
26,GoogLeNet,0.5983298926399304,78.42003853564547,0.7837079950266457,0.7702381355072219,0.7752927612246638,407,112,1445,112,0.4539053242872743,82.17054263565892,0.8111546499477533,0.8048615857826384,0.8042069665410486,106,23,364,23,67.96527528762817
27,GoogLeNet,0.6268731905863836,75.33718689788054,0.747478591112822,0.7370026785233295,0.7416497104899455,391,128,1429,128,0.5990538912660935,73.64341085271317,0.760138326585695,0.7136819321029847,0.7167103364471785,95,34,353,34,67.75060367584229
28,GoogLeNet,0.6121041586765876,75.72254335260115,0.7536360331701843,0.7474758707393251,0.7499811912636153,393,126,1431,126,0.7076024439404992,65.89147286821705,0.6554939516129032,0.6545710868079289,0.6534111721611722,85,44,343,44,68.49703741073608
29,GoogLeNet,0.6003676641445893,76.878612716763,0.7638508400236703,0.7682907250178839,0.7654038570087778,399,120,1437,120,0.5773092679241124,73.64341085271317,0.8038914490527395,0.7159546593757119,0.7274066522237796,95,34,353,34,67.71610975265503
30,GoogLeNet,0.6009268474120361,76.10789980732177,0.7650850411319686,0.7503023048079368,0.7566438876736961,395,124,1433,124,0.5046134010395583,76.74418604651163,0.7813207013574661,0.7486073137388927,0.7506926024167404,99,30,357,30,67.61577939987183
31,GoogLeNet,0.5916636707691046,75.72254335260115,0.7598140007562866,0.7548988757217794,0.756784802977722,393,126,1431,126,0.37220775029238534,85.27131782945736,0.8553295932678822,0.8414957849168375,0.844548050308411,110,19,368,19,67.61357140541077
32,GoogLeNet,0.5549060784853421,77.64932562620423,0.765689356342866,0.7621278819495341,0.7637523112463022,403,116,1441,116,0.44194280991659446,80.62015503875969,0.8036105738233398,0.7897100706311232,0.7915266106442577,104,25,362,25,67.76948404312134
33,GoogLeNet,0.5057410162228805,79.38342967244701,0.7941940024176867,0.7880312101839011,0.7908744706424065,412,107,1450,107,0.43742698606322794,84.49612403100775,0.879245283018868,0.8316017316017317,0.8428798833546247,109,20,367,20,67.41925120353699
34,GoogLeNet,0.5607340617821767,77.07129094412332,0.7720799335656376,0.7552494609753684,0.7621152171393282,400,119,1438,119,0.947514715440133,65.11627906976744,0.7871822033898306,0.6435492139439508,0.6000301422715216,84,45,342,45,67.55277061462402
35,GoogLeNet,0.5618934894983585,78.9980732177264,0.7987931640770549,0.7740252298606491,0.7838443953806078,410,109,1448,109,0.5081938307951478,73.64341085271317,0.7531385281385281,0.729178058783322,0.7324557881213888,95,34,353,34,67.63565683364868
36,GoogLeNet,0.5223037124826357,78.80539499036608,0.7861382295111851,0.7872292192066911,0.78666224639361,409,110,1447,110,0.82129546474008,58.139534883720934,0.7479166666666667,0.5721064023695602,0.5545696539485359,75,54,333,54,67.69951343536377
37,GoogLeNet,0.5326785448652047,78.80539499036608,0.7963683247361408,0.7864325527028906,0.7907357741017187,409,110,1447,110,0.5469453036785126,76.74418604651163,0.7616297877846792,0.756815333789018,0.7570619252663845,99,30,357,30,67.41094779968262
38,GoogLeNet,0.5245856775687291,77.26396917148362,0.7738938286833592,0.7720806851908228,0.772964447324866,401,118,1439,118,0.6354565903106156,78.29457364341084,0.8137254901960784,0.7623291182501709,0.7571761751229356,101,28,359,28,67.51969051361084
39,GoogLeNet,0.5511014021359957,78.80539499036608,0.7819546995353939,0.7833981196465551,0.7821493257196921,409,110,1447,110,0.3637722456581233,85.27131782945736,0.8647286327510731,0.843845408976988,0.849375,110,19,368,19,67.68176364898682
40,GoogLeNet,0.47811030103610114,82.08092485549133,0.8269765793988215,0.814948506078043,0.8200706884731255,426,93,1464,93,0.48575132909943075,80.62015503875969,0.8086052052785924,0.7961637047163364,0.7987100544397626,104,25,362,25,67.63996195793152
41,GoogLeNet,0.5095187450257631,78.42003853564547,0.7877387618878311,0.7718141169955938,0.7786963074214518,407,112,1445,112,0.367560199516661,87.59689922480621,0.9046186656480775,0.8656926406926407,0.8757499634783823,113,16,371,16,67.7051420211792
42,GoogLeNet,0.41007886059009113,85.16377649325626,0.8474329300344141,0.8486823181128562,0.847439875085641,442,77,1480,77,0.3532020621385206,86.82170542635659,0.8864160033514873,0.8587576896787423,0.8664359462710505,112,17,370,17,70.04776453971863
43,GoogLeNet,0.3853840399820071,85.35645472061657,0.8551869448085044,0.8473663745096786,0.8507983077960382,443,76,1481,76,0.3276175843168269,89.14728682170544,0.8997294372294372,0.8882946001367054,0.8922202797202797,115,14,373,14,67.5872106552124
44,GoogLeNet,0.4451866985513614,82.65895953757226,0.8273834575917909,0.8206159382160634,0.8236080248555545,429,90,1467,90,0.4876807741820812,79.84496124031007,0.8365151515151515,0.7825985418090682,0.7861699805302798,103,26,361,26,67.76237225532532
45,GoogLeNet,0.4397840110728374,81.31021194605009,0.8165064268327162,0.8079727725222093,0.811958323430584,422,97,1460,97,0.3512875982834136,85.27131782945736,0.8567015642015643,0.8499743677375255,0.8508116883116883,110,19,368,19,68.08333778381348
46,GoogLeNet,0.41752999505171406,84.77842003853564,0.84894578535755,0.8436105536074248,0.8458275644880339,440,79,1478,79,0.5497474753681351,78.29457364341084,0.8117302052785924,0.7626851218956482,0.7646891231004472,101,28,359,28,70.00593495368958
47,GoogLeNet,0.4407650978519366,84.20038535645472,0.8443761737982843,0.8309969857216415,0.8367894422229236,437,82,1475,82,0.44829850515131564,80.62015503875969,0.8651151151151151,0.782034632034632,0.7646833122173811,104,25,362,25,68.09120273590088
48,GoogLeNet,0.455972137932594,83.23699421965318,0.8347765215001239,0.8230703795159365,0.8283120355038163,432,87,1470,87,0.32385081019909945,87.59689922480621,0.8839069847037356,0.8723855092276145,0.8767688062356142,113,16,371,16,67.62821435928345
49,GoogLeNet,0.4206192197707983,84.97109826589595,0.8563526749350909,0.8449403408414673,0.8500625331804793,441,78,1479,78,0.3119189044159344,86.82170542635659,0.8744556947681947,0.8609449760765551,0.8656188626663595,112,17,370,17,68.08052253723145
50,GoogLeNet,0.4286056667566299,84.58574181117534,0.8491213570571672,0.8438254744105809,0.8462383516271913,439,80,1477,80,0.381324734292267,84.49612403100775,0.8696448434768791,0.8349168375484165,0.8433634083382038,109,20,367,20,67.3164975643158
1,SqueezeNet,1.398208785057068,28.13102119460501,0.22452689499125783,0.2597997794804474,0.15771639029335915,146,373,1184,373,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.56618785858154
2,SqueezeNet,1.3864550168697651,26.78227360308285,0.15009746588693956,0.2491961737872272,0.11046675509865694,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,34.088740825653076
3,SqueezeNet,1.386190627171443,27.552986512524086,0.16730769230769232,0.2531751135404526,0.12956509618065237,143,376,1181,376,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.82112169265747
4,SqueezeNet,1.3869610346280612,26.78227360308285,0.11184673072416218,0.24879426068084082,0.11373730459422458,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.26237607002258
5,SqueezeNet,1.3863353362450233,26.589595375722542,0.06673114119922631,0.24820143884892087,0.10518292682926829,138,381,1176,381,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.83213186264038
6,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.622660875320435
7,SqueezeNet,1.3863627653855544,26.78227360308285,0.0672147001934236,0.25,0.10594512195121951,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.648592948913574
8,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.617034912109375
9,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,32.911378383636475
10,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.46078300476074
11,SqueezeNet,1.3863032799500685,26.78227360308285,0.0672147001934236,0.25,0.10594512195121951,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.72829461097717
12,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.41466736793518
13,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.63105869293213
14,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.081332206726074
15,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.58283281326294
16,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.627941608428955
17,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,32.622618675231934
18,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.278586864471436
19,SqueezeNet,1.3863129359025221,26.78227360308285,0.06708494208494209,0.25,0.10578386605783865,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.464006662368774
20,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.43860340118408
21,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.047226905822754
22,SqueezeNet,1.386295591867887,26.589595375722542,0.06660231660231661,0.24820143884892087,0.1050228310502283,138,381,1176,381,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,34.17920637130737
23,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.0117974281311
24,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,32.99576377868652
25,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.413373708724976
26,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,32.9856641292572
27,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.22222065925598
28,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.43004584312439
29,SqueezeNet,1.3863037146054782,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.88877987861633
30,SqueezeNet,1.386296584055974,26.78227360308285,0.0672147001934236,0.25,0.10594512195121951,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.37299847602844
31,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.68397879600525
32,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,32.83320665359497
33,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.293545722961426
34,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.15191030502319
35,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.121519327163696
36,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.604650259017944
37,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.05830383300781
38,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,34.788604497909546
39,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.67370390892029
40,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.36505365371704
41,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,32.97091841697693
42,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.03963303565979
43,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.04591774940491
44,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,32.76236963272095
45,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.04240798950195
46,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.20525407791138
47,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,32.976495027542114
48,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,35.63000011444092
49,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,33.04670763015747
50,SqueezeNet,1.3862943649291992,26.78227360308285,0.06695568400770713,0.25,0.10562310030395136,139,380,1177,380,1.3862943649291992,20.155038759689923,0.050387596899224806,0.25,0.08387096774193549,26,103,284,103,32.81760239601135
1,EfficientNetB0,1.3904404658537644,35.067437379576106,0.3261236659741378,0.32484004830669616,0.32164250075864753,182,337,1220,337,1.4445524864337023,36.434108527131784,0.20261941448382126,0.28882890365448505,0.19453734671125975,47,82,305,82,69.48927283287048
2,EfficientNetB0,1.1564478718317472,49.51830443159923,0.46118942539900365,0.47266688935710977,0.4632476490298102,257,262,1295,262,3.6566962266669556,56.58914728682171,0.4398305084745763,0.5273583006141146,0.4782502987023812,73,56,331,56,66.23501372337341
3,EfficientNetB0,1.0933348816174728,53.179190751445084,0.5343722271517303,0.5109985525121196,0.5113727355788741,276,243,1314,243,1.0595411868656384,55.81395348837209,0.46770952927669346,0.568704318936877,0.5061268421924159,72,57,330,57,66.41938877105713
4,EfficientNetB0,1.0249412830059346,55.29865125240848,0.5379622429977116,0.5141676088185416,0.505392242644757,287,232,1325,232,0.686588375007405,68.9922480620155,0.728511663286004,0.6725017618040874,0.6696719905045597,89,40,347,40,65.95316505432129
5,EfficientNetB0,0.9235512073223408,58.76685934489403,0.5790939407845888,0.5693632552203779,0.5667521859450173,305,214,1343,214,0.9055528833585627,65.11627906976744,0.6694789510006902,0.6163004631027887,0.6076217574720958,84,45,342,45,66.2429723739624
6,EfficientNetB0,0.8304768035045037,64.73988439306359,0.6321989492871796,0.6298991897493876,0.6277264826061775,336,183,1374,183,0.6691750007517198,75.1937984496124,0.7494042872180932,0.7467653276955603,0.7470029239766082,97,32,355,32,66.63304567337036
7,EfficientNetB0,0.7445210096927789,70.52023121387283,0.6913552989130435,0.6916593864021789,0.6913991775708397,366,153,1404,153,0.6797259283416411,70.54263565891473,0.5477274074952562,0.6550387596899225,0.5930560251175613,91,38,349,38,65.97700023651123
8,EfficientNetB0,0.9713155783139742,59.73025048169557,0.5729063360958424,0.5649608364595645,0.5666854163756047,310,209,1348,209,0.9769741787629969,52.71317829457365,0.587118274805214,0.5044339575153529,0.5001344451494002,68,61,326,61,66.31103253364563
9,EfficientNetB0,0.8938523324636313,62.42774566473989,0.5629568257114722,0.571557505524436,0.5462811112993906,324,195,1362,195,0.7865000332103056,62.01550387596899,0.6468692253020611,0.5905924695459579,0.583387555649219,80,49,338,49,67.99934434890747
10,EfficientNetB0,0.8181079158416161,68.01541425818883,0.6638891358206711,0.6494054807544067,0.6527405006465277,353,166,1391,166,0.6564391005565139,68.21705426356588,0.7623130987554838,0.6666598711366153,0.6551724137931034,88,41,346,41,66.54839015007019
11,EfficientNetB0,0.7207539411691519,71.48362235067437,0.6988723069395226,0.6873335174811999,0.6910103931467848,371,148,1409,148,0.48539266077911153,82.17054263565892,0.8161769115442279,0.81381984294775,0.8138736384273478,106,23,364,23,66.93577766418457
12,EfficientNetB0,0.7057494498216189,71.86897880539499,0.7136040779144228,0.7021360081881562,0.70665360023092,373,146,1411,146,0.669680109795402,79.84496124031007,0.8601950442012554,0.7672591362126246,0.7548233170980841,103,26,361,26,66.66695761680603
13,EfficientNetB0,0.6960908598624743,72.83236994219652,0.7128706112789305,0.7126399309659627,0.7120489933504475,378,141,1416,141,0.4908783607842291,79.84496124031007,0.829978813559322,0.7796058592570221,0.7925983258800595,103,26,361,26,66.11375689506531
